text,expertise,risk
"Honestly, I am struggling financially to make ends meet each month and I don't know what to do.",School Fees,Medium
"Honestly, I cannot understand mathematics concepts. It is so hard.",Education,Low
It is hard to admit but I am worried about my physical health and lack of nutrition which makes everything worse.,Health,Medium
Lately I have been feeling that I want to learn how to network professionally within my field and it's ruining my life.,Future Planning,Low
"Lately, I cannot understand my university coursework. I just want things to get better.",Education,Medium
"Lately, I might drop out of school due to financial struggles and it's ruining my life.",School Fees,Medium
I am struggling with my academic performance this term and it's completely draining my energy.,Education,Medium
"Honestly, I am constantly stressed about how to source funds for tuition fees right now.",Financial,Medium
"Lately, I find it hard to concentrate during lectures. It is so hard.",Academics,Low
Every day it's the same: I need help building a professional resume. I feel stuck.,Career,Low
"Honestly, I don't have access to clean drinking water and I am sick",Hygiene,High
"Please help, I might drop out of school due to financial struggles and it's completely draining my energy.",School Fees,Medium
"Please help, I don't have access to clean drinking water and I am sick and it's completely draining my energy.",Health,High
I feel like I need advice on reproductive health but have no one to ask. I feel stuck.,Health,Medium
I need help building a professional resume and I have no support system here.,Future Planning,Low
Every day it's the same: I keep getting poor grades despite trying my best which makes everything worse.,Education,Medium
I am body-shamed by my peers and it destroys my confidence right now.,Self-Esteem,Medium
"Please help, I feel like failing these assignments will ruin my entire future right now.",Education,Medium
I need to vent: I feel completely insecure and unloved when I compare myself online and I don't know what to do.,Empowerment,Medium
It is hard to admit but I am worried about my physical health and lack of nutrition. I just want things to get better.,Hygiene,Medium
Can anyone advise me? I feel completely insecure and unloved when I compare myself online right now.,Empowerment,Medium
"To be honest, I am thinking about suicide, I can't do this anymore and I have no support system here.",Mental Health,Critical
Lately I have been feeling that I feel locked out of career spaces because I don't have connections and I have no support system here.,Future Planning,Medium
I feel locked out of career spaces because I don't have connections,Career,Medium
I have been experiencing severe anxiety attacks that are disrupting my daily life.,Mental Health,High
I don't know how to properly manage my menstrual hygiene and it's completely draining my energy.,Hygiene,Medium
I am struggling because I am struggling to find any motivation to get out of bed. It is so hard.,Mental Health,Medium
It is hard to admit but I feel nervous about presenting my group project next week and it's completely draining my energy.,Education,Low
"Please help, There is no clean or private place to change my pads at school and it's completely draining my energy.",Hygiene,Medium
"Lately, I lack clean water for bathing and personal hygiene and it's completely draining my energy.",Health,Medium
Every day it's the same: I feel utterly alone and depressed every single day. It is so hard.,Mental Health,High
"Honestly, I am falling behind on my reading list this semester. I just want things to get better.",Education,Low
I feel like I feel like failing these assignments will ruin my entire future and I don't know what to do.,Academics,Medium
"Please help, I've been crying for days and I feel completely empty and it's ruining my life.",Mental Health,High
Every day it's the same: I want to learn how to network professionally within my field and it's completely draining my energy.,Future Planning,Low
"Please help, I need reliable information on contraceptive methods. It is so hard.",Health,Medium
Every day it's the same: I feel completely insecure and unloved when I compare myself online. I just want things to get better.,Self-Esteem,Medium
