text,expertise,risk
Lately I have been feeling that I feel completely insecure and unloved when I compare myself online which makes everything worse.,Self-Esteem & Empowerment,Medium
It is hard to admit but Severe panic attacks are making it impossible to breathe right now.,Mental Health,High
"To be honest, I am body-shamed by my peers and it destroys my confidence right now.",Self-Esteem & Empowerment,Medium
"Honestly, I am struggling financially to make ends meet each month and I don't know what to do.",Financial & School Fees,Medium
I am struggling because I need advice on reproductive health but have no one to ask which makes everything worse.,Hygiene & Health,Medium
Lately I have been feeling that I cannot afford sanitary pads and miss school every month and I have no support system here.,Hygiene & Health,High
I don't know which career or major to choose which makes everything worse.,Career & Future,Low
"To be honest, Severe panic attacks are making it impossible to breathe. I feel stuck.",Mental Health,High
"Honestly, I missed my final exams because I lacked basic menstrual health supplies and I have no support system here.",Hygiene & Health,High
Unemployment is making me feel like a burden and it's completely draining my energy.,Career & Future,Medium
I feel like I am struggling with my academic performance this term right now.,Education & Academics,Medium
It is hard to admit but I am facing extreme financial crisis and debt which makes everything worse.,Financial & School Fees,High
I need to vent: I am planning to harm myself tonight because I cannot take it anymore. I feel stuck.,Mental Health,Critical
Every day it's the same: I want to build my self-esteem but don't know how which makes everything worse.,Self-Esteem & Empowerment,Low
I feel very lonely and isolated from my friends. I just want things to get better.,Mental Health,Medium
Every day it's the same: I cannot understand mathematics concepts and I don't know what to do.,Education & Academics,Low
I feel like I am facing severe period poverty and using unsafe alternatives,Hygiene & Health,High
I am struggling because I don't know which career or major to choose and it's ruining my life.,Career & Future,Low
"Honestly, I don't know how to study effectively for finals which makes everything worse.",Education & Academics,Low
Lately I have been feeling that I feel very lonely and isolated from my friends and I don't know what to do.,Mental Health,Medium
Every day it's the same: I cannot find a job or internship anywhere. I feel stuck.,Career & Future,Medium
Every day it's the same: Unemployment is making me feel like a burden. I feel stuck.,Career & Future,Medium
It is hard to admit but I feel like I am not good enough for any opportunities which makes everything worse.,Self-Esteem & Empowerment,Medium
It is hard to admit but I find it hard to concentrate during lectures and it's completely draining my energy.,Education & Academics,Low
I am struggling because I am struggling to find any motivation to get out of bed. It is so hard.,Mental Health,Medium
I feel like I want to learn how to network professionally within my field and I don't know what to do.,Career & Future,Low
"Lately, My anxiety is so bad I can't leave my room and I have no support system here.",Mental Health,High
I feel like I don't know how to properly manage my menstrual hygiene. I feel stuck.,Hygiene & Health,Medium
"Lately, I want to end my life, everything is too heavy. I feel stuck.",Mental Health,Critical
Can anyone advise me? I feel confused about transitioning from school to the workforce which makes everything worse.,Career & Future,Low
It is hard to admit but I feel so overwhelmed by my emotions and regular stress and it's completely draining my energy.,Mental Health,Medium
"To be honest, I struggle to say no when people pressure me into things right now.",Self-Esteem & Empowerment,Low
I feel like I don't know which career or major to choose and I have no support system here.,Career & Future,Low
"To be honest, I always seek validation from others to feel good. It is so hard.",Self-Esteem & Empowerment,Low
Can anyone advise me? I cannot understand mathematics concepts and I have no support system here.,Education & Academics,Low
I am struggling because I missed a few classes and now I am falling behind,Education & Academics,Low
Every day it's the same: I have an untreated reproductive tract illness and nowhere to go which makes everything worse.,Hygiene & Health,High
I am struggling because There is no clean or private place to change my pads at school and I don't know what to do.,Hygiene & Health,Medium
I cannot find a job or internship anywhere and I don't know what to do.,Career & Future,Medium
Can anyone advise me? I feel stuck and hopeless about my career path right now.,Career & Future,Medium
